bidx,month,mean_mm,sd_mm,p10_mm,p20_mm,p50_mm,n_years
626,2,244.4538,53.766773,183.80687,196.26828,236.95433,21
626,3,259.02243,70.99312,145.96695,198.78632,272.64594,21
626,4,158.38686,67.036095,98.7387,104.713646,132.74654,21
626,5,51.363358,38.99068,17.694471,18.407969,56.416294,21
626,6,1.2133585,1.8202001,0.0,0.031052744,0.21226771,21
626,7,0.6169364,0.988897,0.0,0.0,0.10544064,21
626,8,1.994547,3.720702,0.073874876,0.19407968,0.37317032,21
626,9,33.178867,22.25713,11.893011,13.520936,25.815409,21
626,10,116.03797,49.498272,52.05282,71.75687,117.173294,21
626,11,210.05276,64.54269,132.35194,146.94908,189.86604,21
626,12,272.62857,68.70201,198.03075,213.39388,256.71143,21
627,1,281.359,72.850876,185.98724,214.01428,288.96036,21
627,2,245.8814,53.051365,196.52782,204.74152,227.18958,21
627,3,257.49823,94.513695,171.83157,184.80711,229.91818,21
627,4,144.1897,59.164932,89.664116,93.45037,124.81781,21
627,5,40.335014,26.530985,16.844217,20.20017,34.02685,21
627,6,0.843695,1.0811849,0.0,0.0,0.38188022,21
627,7,0.5531353,0.8160052,0.0,0.0,0.23852798,21
627,8,4.7168193,5.9716673,0.034825377,0.122420445,1.876187,21
627,9,42.382797,21.627298,13.99761,21.634651,39.139206,21
627,10,151.22192,59.93046,95.34966,105.1295,144.11882,21
627,11,211.22368,50.338253,150.10532,163.78586,218.18199,21
627,12,270.1469,49.445858,205.83719,228.12294,263.82727,21
628,1,274.48068,78.63488,181.38026,210.4827,263.9798,21
628,2,273.0223,70.82032,178.60393,221.91948,255.38786,21
628,3,240.15714,70.6349,177.5862,189.29495,210.77739,21
628,4,160.2149,61.455883,99.59482,109.74083,141.93814,21
628,5,56.270905,33.240074,25.668058,36.081917,42.88553,21
628,6,1.0531676,1.7659904,0.0,0.0,0.0,21
628,7,0.9875008,1.6227255,0.0,0.0,0.0,21
628,8,5.744448,8.171646,0.0,0.0,0.9179324,21
628,9,47.417015,23.21597,15.365252,26.143074,47.041817,21
628,10,154.8842,60.659054,92.319595,100.77203,135.19235,21
628,11,230.3343,51.411705,169.94305,194.57857,233.44125,21
628,12,250.74335,55.908115,182.77577,190.34584,256.20154,21
629,1,36.750954,42.887585,8.476593,11.347267,18.196068,21
629,2,45.60509,33.056515,12.0795355,18.586033,38.306206,21
629,3,55.94071,37.42272,16.47277,20.709145,54.325867,21
629,4,63.09848,37.42643,24.891506,30.142668,61.62291,21
629,5,115.81059,59.15704,45.834846,70.7525,115.32566,21
629,6,88.01753,39.411907,48.598183,54.703316,75.340416,21
629,7,110.46544,22.94941,81.59041,88.61464,107.45879,21
629,8,58.583305,18.512629,37.086754,43.946255,56.111122,21
629,9,38.332687,16.11027,22.26062,23.45738,36.271347,21
629,10,19.764648,14.821703,8.388412,9.566432,12.442311,21
629,11,14.419908,11.629015,2.660164,6.4549704,9.743274,21
629,12,23.473864,17.858253,7.3692966,10.268792,17.28421,21
630,1,36.47016,42.837494,9.151135,10.262543,21.372787,21
630,2,41.1853,25.58014,11.578035,18.830425,39.974083,21
630,3,49.581234,34.925346,16.701653,19.18485,49.176006,21
630,4,60.090473,35.87917,26.17478,30.0453,47.37435,21
630,5,93.123604,50.62297,46.702763,64.422424,78.1795,21
630,6,109.152916,26.846292,77.68015,81.16963,105.28561,21
630,7,101.718704,22.477404,72.98676,78.05305,104.266884,21
630,8,48.757233,14.32819,31.08237,35.97879,49.38799,21
630,9,34.556454,13.456819,22.948193,24.671564,30.154139,21
630,10,22.863718,14.122799,10.344792,10.689625,16.862606,21
630,11,17.622515,14.535671,5.482458,7.111345,12.140743,21
630,12,22.133963,18.939995,6.1727095,9.223131,15.891314,21
631,1,281.9769,64.38331,217.0152,228.19061,278.92105,21
631,2,264.15915,61.82849,185.0353,219.14252,260.5147,21
631,3,275.6774,82.45737,185.67503,208.72961,257.34344,21
631,4,186.7492,65.717514,122.69142,124.071465,176.67613,21
631,5,46.756622,32.26007,19.883762,27.721289,39.375614,21
631,6,2.350097,2.1921513,0.44330525,0.46219993,1.937705,21
631,7,0.5915646,0.9263555,0.0,0.0,0.0,21
631,8,7.3210797,8.749679,0.0,0.0,1.909035,21
631,9,58.02537,28.816574,18.720896,35.63813,52.57907,21
631,10,161.18169,47.74806,111.293015,121.54911,156.24838,21
631,11,219.38144,49.78468,166.40794,179.16196,204.07933,21
631,12,264.30182,51.552517,203.30609,222.84221,249.31023,21
632,1,125.66905,88.79677,22.605776,40.91172,103.41391,21
632,2,110.04514,57.25924,51.43673,66.15634,86.15209,21
632,3,103.609726,66.07263,17.987446,38.3221,111.43012,21
632,4,54.747147,34.16962,15.5205145,28.76345,47.684803,21
632,5,9.670878,8.960326,0.19520932,0.6338019,10.219953,21
632,6,0.12211786,0.20943213,0.0,0.0,0.0,21
632,7,0.07444818,0.18540774,0.0,0.0,0.0,21
632,8,0.008516418,0.027969984,0.0,0.0,0.0,21
632,9,0.871333,2.2410045,0.0,0.0,0.024575341,21
632,10,26.169956,31.749401,1.3638502,4.137256,17.09737,21
632,11,83.751915,60.039772,26.616667,38.390865,62.30381,21
632,12,63.61824,33.25154,28.017647,33.651325,57.96622,21
633,1,98.28505,76.466995,27.408455,32.875343,78.85237,21
633,2,82.30447,44.555157,39.30923,42.291462,76.916306,21
633,3,86.531166,60.756954,20.355406,28.838081,84.53542,21
633,4,45.302734,29.823214,8.609788,19.697828,35.810947,21
633,5,12.843391,6.6493187,6.7661514,7.849123,9.399088,21
633,6,8.898055,1.8829511,7.014208,7.346423,8.865143,21
633,7,6.628686,1.0686281,5.4117045,5.631608,6.209208,21
633,8,4.1096597,1.120961,3.0782356,3.3194568,3.8167129,21
633,9,4.4232416,3.0338585,2.223061,2.3244083,3.899412,21
633,10,26.422012,31.313858,2.077995,3.3824596,20.127445,21
633,11,85.26093,47.154255,36.30129,39.73215,79.375336,21
633,12,90.81195,48.566414,36.722015,42.124542,90.728065,21
634,1,276.2264,64.22728,210.15887,226.12242,273.71783,21
634,2,255.92982,61.71166,166.06519,207.32886,255.26193,21
634,3,262.1608,89.72759,176.93318,180.02748,230.03618,21
634,4,172.93217,57.607395,119.16723,122.456665,159.17383,21
634,5,52.92524,35.092785,26.007055,31.821514,43.00756,21
634,6,1.0534316,1.3816422,0.0,0.0,0.2963171,21
634,7,0.6074673,0.8273169,0.0,0.0,0.18942274,21
634,8,6.6446395,8.066268,0.0,0.0,2.2885804,21
634,9,53.675385,28.702148,16.528,33.691597,49.59062,21
634,10,156.40283,49.973534,109.59138,113.02138,138.84937,21
634,11,218.92752,49.512474,151.45703,189.77652,222.95845,21
634,12,260.90552,51.946587,201.50491,213.21947,257.61273,21
635,1,349.68753,68.13201,262.99896,293.15244,334.3637,21
635,2,321.43805,74.52325,251.63593,270.63724,311.54636,21
635,3,334.45682,63.355793,278.8743,285.95377,319.8036,21
635,4,171.46858,70.25929,93.99187,107.70481,153.93523,21
635,5,52.19593,21.179005,35.653778,36.339855,42.49586,21
635,6,6.031343,5.747171,0.39442182,0.7746766,5.470958,21
635,7,3.663486,3.2471583,0.0,1.3960637,2.0859208,21
635,8,14.963776,14.433111,0.0,0.409251,11.644564,21
635,9,108.702545,34.441837,61.090652,80.5868,108.65488,21
635,10,200.55348,43.48658,155.75005,166.4061,198.22742,21
635,11,225.64603,44.72604,173.18048,183.56877,223.65428,21
635,12,334.0442,60.9542,260.5035,291.52875,348.19003,21
636,1,348.0215,52.720646,289.9383,299.05566,348.82428,21
636,2,323.39105,69.4795,243.58794,278.20456,319.7168,21
636,3,333.64542,64.99054,266.14532,282.43213,321.03516,21
636,4,181.88962,66.46855,104.45911,124.56694,178.1751,21
636,5,51.438564,26.60483,22.311453,30.435555,41.897865,21
636,6,4.819579,5.3160405,0.21033086,1.8604684,2.9578514,21
636,7,2.3588803,2.5788212,0.039185494,0.40435743,1.0986532,21
636,8,12.802021,12.762348,0.8313267,1.9954165,7.197258,21
636,9,93.36297,31.023792,64.56438,70.6516,97.78956,21
636,10,182.75247,33.22127,142.85324,147.54262,183.21408,21
636,11,236.70187,43.11921,191.19464,200.62285,227.28853,21
636,12,344.12637,58.62931,257.78586,295.25317,353.74265,21
637,1,302.03833,43.828323,261.69443,263.80798,296.90384,21
637,2,283.11334,52.786907,226.07718,249.83252,274.80594,21
637,3,289.59933,50.460567,221.47191,234.86624,287.35583,21
637,4,168.43977,37.932587,115.706726,136.7232,171.62784,21
637,5,85.95577,26.710583,42.397125,74.06653,85.7168,21
637,6,20.659904,11.670472,9.449714,10.141384,17.05191,21
637,7,14.41361,8.935914,7.0415006,7.427262,10.862804,21
637,8,42.2559,21.831602,19.536213,21.77987,37.369434,21
637,9,89.73311,33.00353,50.487415,58.029896,88.355576,21
637,10,154.89615,28.52731,119.979675,133.04819,147.04057,21
637,11,216.81468,39.145424,153.42177,186.07477,215.53148,21
637,12,259.77124,46.55515,204.55522,215.31569,270.24527,21
638,1,323.83694,35.27948,287.48148,308.34756,323.72498,21
638,2,286.14243,48.740322,233.52682,243.9564,284.37332,21
638,3,302.84045,50.69737,240.1835,253.96272,303.07025,21
638,4,152.20651,35.50259,106.39182,132.65274,156.1846,21
638,5,71.588875,22.409899,47.780598,57.629333,68.56115,21
638,6,18.528214,11.296286,7.3318577,8.104937,14.650646,21
638,7,14.464925,9.020985,6.566051,6.9927917,11.387673,21
638,8,31.117727,17.568502,12.00192,15.215494,29.052654,21
638,9,92.45616,34.498566,52.634674,62.483505,80.57803,21
638,10,157.45615,31.932032,120.76242,128.63101,153.93723,21
638,11,215.18918,36.069275,173.86137,183.45811,218.28253,21
638,12,259.03946,48.82619,189.20222,214.21527,254.80664,21
639,1,316.50055,40.032524,259.7231,277.9399,313.8521,21
639,2,337.7355,114.80655,235.4577,252.68787,301.48688,21
639,3,304.1,56.69174,247.6587,267.14966,295.0326,21
639,4,158.68636,54.89673,98.04361,119.92974,144.64307,21
639,5,38.123634,23.853327,15.512802,18.649054,32.352066,21
639,6,2.4923892,3.3116918,0.0,0.0,1.2084948,21
639,7,1.7355717,1.7931719,0.10701474,0.40359217,0.6790726,21
639,8,8.714458,9.78027,0.0371329,0.29407996,4.2105746,21
639,9,87.28759,35.02772,59.39322,60.00443,86.080925,21
639,10,157.9106,31.990263,127.90201,139.59686,156.02202,21
639,11,232.09969,45.567585,180.56673,185.52785,227.68443,21
639,12,318.28375,49.491432,251.2735,279.7047,321.86118,21
640,1,313.69742,42.155777,261.14902,268.33545,306.2734,21
640,2,323.46927,102.532646,243.3987,252.43242,300.49258,21
640,3,296.57886,65.351524,222.26225,249.83987,286.94693,21
640,4,155.53773,54.9121,98.6464,111.5029,136.1656,21
640,5,44.387325,29.774487,15.459127,19.324064,41.37036,21
640,6,2.175875,2.845678,0.0,0.051351376,0.9103569,21
640,7,2.272201,2.8785384,0.0,0.13133377,0.39274818,21
640,8,10.778151,12.479339,0.0,0.30566847,4.860102,21
640,9,95.67213,39.054317,48.719433,67.435234,85.991325,21
640,10,180.23337,43.565647,134.50217,142.91599,170.78358,21
640,11,224.53458,53.84419,172.6391,180.75574,216.35014,21
640,12,316.3276,57.31138,251.78796,261.39023,316.49707,21
641,1,123.09088,78.992775,39.99428,51.156185,122.08761,21
641,2,113.13316,46.45134,59.723446,73.671326,96.10181,21
641,3,117.15517,67.92406,39.29592,50.028755,112.656105,21
641,4,66.5848,39.40407,21.97189,37.567993,59.69345,21
641,5,10.072269,9.670533,0.17578578,1.035151,8.145007,21
641,6,0.18958223,0.31321374,0.0,0.0,0.0,21
641,7,0.07678987,0.18078879,0.0,0.0,0.0,21
641,8,0.031603582,0.06858424,0.0,0.0,0.0,21
641,9,2.735824,4.0267086,0.0,0.15634218,1.2288506,21
641,10,36.883595,31.102505,6.0287094,8.20205,30.106586,21
641,11,96.704956,42.474514,47.54197,64.041084,94.202675,21
641,12,101.06239,40.814907,63.231915,66.21288,97.39048,21
642,1,109.16637,77.36568,27.288437,41.08502,99.65702,21
642,2,98.185814,52.73512,37.97501,64.464745,77.72746,21
642,3,107.681435,65.77343,21.453331,34.789307,111.14813,21
642,4,54.733997,38.36232,14.643097,23.89445,43.35043,21
642,5,10.4307375,10.110057,1.9225308,2.757201,6.7504025,21
642,6,0.03828464,0.15659498,0.0,0.0,0.0,21
642,7,0.0010887578,0.0049893153,0.0,0.0,0.0,21
642,8,0.0,0.0,0.0,0.0,0.0,21
642,9,0.73559856,1.9929345,0.0,0.0,0.0,21
642,10,21.163757,24.238487,0.0,2.9460297,15.661394,21
642,11,73.193985,47.765625,27.657515,34.34571,68.2723,21
642,12,73.126305,39.83496,25.418114,38.72596,68.3747,21
643,1,264.65134,105.0781,156.61284,168.529,244.52661,21
643,2,228.05241,65.314064,155.24428,167.34103,236.21046,21
643,3,246.82236,85.386795,123.944885,166.89679,243.26239,21
643,4,153.10526,69.00384,77.185036,103.45026,139.17097,21
643,5,40.124283,32.879036,10.885242,15.218638,34.85987,21
643,6,1.2015734,2.6762826,0.0,0.0,0.035259847,21
643,7,0.25584382,0.5827958,0.0,0.0,0.0,21
643,8,0.6440599,1.8760976,0.0,0.0,0.0,21
643,9,17.320208,13.046271,3.6068747,6.187918,17.16519,21
643,10,99.920654,54.748814,50.375774,54.09039,91.86859,21
643,11,185.35883,51.051365,104.44284,149.08685,181.10762,21
643,12,253.1844,69.23362,185.59398,193.9837,229.93321,21
644,1,280.99362,90.86019,166.71619,188.80339,277.52347,21
644,2,226.15958,63.95061,158.03897,176.34251,219.55377,21
644,3,280.23383,90.79896,137.77052,210.57811,278.85678,21
644,4,145.08746,62.50864,78.81522,94.97981,131.5277,21
644,5,44.423565,33.05822,10.617943,15.198535,44.23313,21
644,6,1.0187414,1.5081292,0.0,0.0,0.17594041,21
644,7,0.5494863,1.0678996,0.0,0.0,0.0,21
644,8,0.84260875,2.3356535,0.0,0.0,0.0,21
644,9,23.317509,15.111378,5.794218,10.48786,21.50195,21
644,10,112.04334,57.938652,52.67197,65.59659,102.84141,21
644,11,199.2457,62.171978,111.77238,149.29901,194.96721,21
644,12,280.69748,79.17969,206.48552,214.13777,249.29242,21
645,1,294.5846,87.91305,191.1498,235.90889,281.3101,21
645,2,269.96866,65.40804,186.6314,215.28047,271.5738,21
645,3,256.48062,76.312836,189.35828,199.06216,217.78491,21
645,4,147.72311,55.927536,85.69808,97.08031,139.97797,21
645,5,57.968636,34.61856,23.694485,33.092484,49.32914,21
645,6,1.1801409,1.4960132,0.0,0.0,0.12257946,21
645,7,0.8968442,1.5479507,0.0,0.0,0.0,21
645,8,7.095913,10.229296,0.0,0.0,0.45064926,21
645,9,48.16634,23.53208,14.175384,31.09063,46.48557,21
645,10,149.78975,60.694595,88.039825,95.959305,138.0418,21
645,11,227.52739,55.85363,161.91803,172.33261,224.45107,21
645,12,267.34912,57.50333,194.94427,208.35718,264.2418,21
646,1,311.79166,103.01015,194.33926,219.44849,304.65973,21
646,2,282.2201,72.11981,199.3013,215.93051,287.9613,21
646,3,281.39734,69.618866,212.62802,226.19029,257.73895,21
646,4,179.0469,64.6294,117.95556,121.80311,163.60724,21
646,5,56.408104,35.485374,26.705236,28.194103,49.857002,21
646,6,1.4002005,2.0832636,0.0,0.0,0.15588321,21
646,7,0.8478797,1.5675255,0.0,0.0,0.022810802,21
646,8,5.522373,7.3436375,0.10083039,0.42479908,1.6111243,21
646,9,45.572735,24.63899,16.151848,20.164482,47.145123,21
646,10,150.79553,60.256134,74.94705,92.32255,142.1151,21
646,11,231.37576,62.45208,155.45485,174.28023,225.20871,21
646,12,288.90933,68.7438,219.77155,224.82703,274.09717,21
647,1,333.327,63.16947,251.3314,301.25592,324.9069,21
647,2,323.70047,72.15783,252.09633,263.54858,313.64154,21
647,3,350.86383,63.325356,296.1431,298.59317,332.21613,21
647,4,163.25677,61.0788,92.75468,110.61367,159.42426,21
647,5,57.794014,25.926636,32.81361,37.404404,47.641277,21
647,6,6.8122005,6.417497,0.34142238,1.0156994,6.008324,21
647,7,4.5305505,4.561482,0.42266238,0.94456214,2.6242857,21
647,8,15.572078,15.644966,0.0,0.18488373,11.385621,21
647,9,123.075,41.274857,79.5791,93.44551,115.83351,21
647,10,182.05136,33.30984,138.37886,167.37105,181.48312,21
647,11,244.7127,53.3355,184.87543,194.22424,228.64236,21
647,12,323.62848,63.014076,267.03094,284.16815,329.22842,21
648,1,348.55334,59.04592,271.61838,310.57108,342.38107,21
648,2,315.50366,63.377964,251.98337,272.15598,311.95264,21
648,3,330.65152,66.56262,259.01797,270.28766,316.90576,21
648,4,169.13086,67.27745,77.99276,88.53766,180.85384,21
648,5,48.8273,25.462624,26.113136,28.91985,38.031017,21
648,6,6.300131,5.5306225,1.0589318,1.915913,5.1158338,21
648,7,3.9707906,4.176448,0.055082705,0.2419218,3.6792784,21
648,8,14.449779,15.3039465,0.059854873,0.55437416,6.74442,21
648,9,111.07486,42.360455,61.584785,85.565155,109.3421,21
648,10,176.7671,31.563951,135.98967,156.7527,167.72581,21
648,11,237.33319,57.481586,164.45328,179.82405,237.26051,21
648,12,330.3142,63.282658,265.13577,275.87354,323.19287,21
649,1,117.461975,82.63487,28.350584,33.924564,110.18365,21
649,2,105.55446,54.509544,49.060047,60.99024,92.643715,21
649,3,115.09161,75.27799,20.279736,33.5683,107.126884,21
649,4,63.08696,42.603886,13.854667,25.459747,43.996586,21
649,5,6.6990595,7.3964195,0.44978955,0.9759138,4.2013555,21
649,6,0.05987626,0.13388224,0.0,0.0,0.0,21
649,7,0.0039785113,0.009777102,0.0,0.0,0.0,21
649,8,0.0011360168,0.0038867872,0.0,0.0,0.0,21
649,9,1.5633084,3.490833,0.0,0.0,0.012876562,21
649,10,31.609776,29.154722,5.9149323,8.099709,23.29786,21
649,11,89.60136,49.63007,39.65302,45.69039,79.629166,21
649,12,90.40951,50.385902,39.443665,50.636772,94.341225,21
650,1,108.78554,83.99322,23.060326,39.74451,95.703,21
650,2,89.91942,41.378742,37.05493,57.479637,87.51336,21
650,3,97.60793,66.70453,20.239368,22.381403,100.03526,21
650,4,50.02701,32.708378,12.762319,18.191708,46.29573,21
650,5,7.3499246,5.9347587,2.6216333,2.7160206,4.0791206,21
650,6,3.7089462,0.7016772,2.9882188,3.2795336,3.5087593,21
650,7,1.9648489,0.31733063,1.7302206,1.7366672,1.8545542,21
650,8,0.74161863,0.3158027,0.5007271,0.52748126,0.63670594,21
650,9,3.7534251,3.934868,1.4348394,1.5613635,1.952163,21
650,10,31.676325,35.832508,3.3706822,5.379069,23.599787,21
650,11,94.58415,49.022213,43.23353,51.304813,83.84494,21
650,12,101.827415,54.926136,46.15599,49.74943,100.94786,21
651,1,298.12494,55.665943,229.7367,243.54926,303.4211,21
651,2,263.5865,56.168736,196.52237,217.47299,263.5188,21
651,3,290.80923,92.13173,195.90614,207.34073,288.07504,21
651,4,170.30013,66.62185,119.38959,121.039925,149.81516,21
651,5,51.783722,37.9161,16.761568,23.441332,41.52924,21
651,6,1.0305678,1.4490061,0.0,0.0,0.19784486,21
651,7,0.6103028,0.83323395,0.0,0.0,0.14903958,21
651,8,6.7613525,8.427705,0.0,0.0,1.5529101,21
651,9,62.219513,29.761242,23.668228,36.48601,60.210316,21
651,10,162.66176,52.12598,116.47658,121.91525,148.92627,21
651,11,222.7654,52.152397,158.52823,176.59328,226.09703,21
651,12,275.3005,52.224583,215.26888,231.51767,277.6032,21
652,1,289.56488,64.10906,194.93936,234.3551,302.1903,21
652,2,243.11946,45.954338,186.75766,210.51924,234.86676,21
652,3,265.24545,94.17384,178.16747,198.77771,231.5532,21
652,4,149.33601,56.79527,91.7207,114.69839,137.78311,21
652,5,50.85019,35.37961,21.906292,23.61781,37.849056,21
652,6,1.1150155,1.3181468,0.0,0.0,0.4300169,21
652,7,0.67603713,0.8593317,0.0,0.0,0.060721707,21
652,8,5.9256186,7.9595904,0.0,0.0,1.9021991,21
652,9,47.63199,27.337206,14.625404,25.371832,41.761894,21
652,10,155.79007,58.14742,111.49638,116.61733,144.27513,21
652,11,213.96643,53.021187,159.29958,164.37991,217.44077,21
652,12,263.06137,50.6556,201.58882,225.84293,251.50728,21
653,1,255.3869,59.107765,172.23062,211.7005,248.15123,21
653,2,238.05109,53.13924,170.51295,205.87715,229.266,21
653,3,238.24188,48.3078,189.15881,203.44696,227.16472,21
653,4,155.38126,42.925316,127.53418,131.45923,145.22603,21
653,5,78.93491,28.020468,40.11287,48.081646,77.128586,21
653,6,23.89446,16.194576,6.758759,13.240901,17.648815,21
653,7,12.97416,11.778955,5.8564224,6.1957045,8.890333,21
653,8,36.785442,24.36992,11.748703,14.781292,31.00777,21
653,9,58.259754,16.860512,38.85228,41.168396,60.015812,21
653,10,129.92784,26.389458,89.40201,110.13729,130.59508,21
653,11,189.58818,47.15523,124.07445,157.86526,192.70303,21
653,12,230.14969,68.97093,168.17834,176.53728,222.686,21
654,1,328.74533,54.226265,262.77197,274.72153,324.97766,21
654,2,289.50815,48.2999,227.09224,241.92505,297.79205,21
654,3,308.37167,59.86663,226.09927,259.68176,304.484,21
654,4,137.51065,34.592136,97.46886,105.582924,142.26271,21
654,5,48.20553,18.14968,32.599785,32.73162,47.594353,21
654,6,13.48003,8.742314,7.0616064,7.4223304,9.623744,21
654,7,8.019956,5.5342927,2.0196483,4.003418,6.511966,21
654,8,21.634941,11.026534,11.235712,12.774529,18.837547,21
654,9,68.88967,24.090311,43.21575,53.62077,64.77581,21
654,10,148.13307,27.68701,127.61974,129.8785,139.23978,21
654,11,207.94095,43.03641,163.03566,174.42043,216.73181,21
654,12,294.35864,45.445114,234.76881,253.08739,305.82474,21
655,1,327.8867,54.39529,270.0261,296.06497,317.40515,21
655,2,325.77612,49.797337,259.76727,288.26596,334.65344,21
655,3,334.40796,67.58328,260.71158,267.24612,327.63275,21
655,4,171.67033,52.40227,107.99692,129.87035,162.27652,21
655,5,56.9211,20.532694,36.398674,42.875786,56.363018,21
655,6,14.162154,9.541795,7.2086205,7.873826,10.167505,21
655,7,4.6182346,6.8043885,0.0,0.0,1.4082345,21
655,8,18.130262,11.546486,6.128258,6.7795115,18.311386,21
655,9,86.01164,25.96859,48.29394,68.098236,86.967606,21
655,10,174.51682,38.3426,133.71326,148.24104,169.85379,21
655,11,231.96703,47.257458,176.99382,203.51474,220.174,21
655,12,287.5565,55.82781,206.43355,243.22179,296.1669,21
656,1,255.27783,56.792095,187.15172,211.7743,247.28363,21
656,2,241.15446,48.57755,194.92001,205.65121,233.22763,21
656,3,245.36633,46.81205,180.99078,213.91826,237.4354,21
656,4,156.37018,43.57245,102.527405,129.8397,155.48326,21
656,5,75.38168,21.997639,46.02319,55.139343,76.22538,21
656,6,23.575499,16.01759,8.786763,11.336993,17.59704,21
656,7,10.671556,8.74246,4.5395927,5.6538463,8.062956,21
656,8,37.205025,23.391447,15.554427,18.002703,29.580223,21
656,9,74.709015,23.62232,49.81775,51.909798,77.33983,21
656,10,140.04646,25.778294,109.43083,115.64664,139.98468,21
656,11,193.17657,45.887413,138.60938,146.4432,185.5178,21
656,12,236.38762,66.520424,180.82597,183.44128,219.76889,21
657,1,257.1816,58.71317,180.8488,222.59009,264.25742,21
657,2,231.81073,58.80262,167.37042,181.80602,220.37544,21
657,3,239.36594,42.662754,198.48384,209.90344,231.97975,21
657,4,151.7305,43.50166,109.67795,123.18339,141.39926,21
657,5,78.29998,25.32756,45.765564,51.373737,76.08679,21
657,6,22.841997,15.262585,8.940487,10.509323,17.571442,21
657,7,11.35519,10.23965,5.717999,6.177981,8.274059,21
657,8,33.45378,22.043194,10.706123,13.193327,26.455626,21
657,9,59.46671,20.060593,37.87185,41.002758,61.884216,21
657,10,129.52106,27.04401,97.87087,113.60433,132.55754,21
657,11,186.52434,50.989285,119.63149,143.65121,188.43782,21
657,12,230.23035,66.40977,174.99951,180.79108,207.09125,21
658,1,245.53494,61.338375,178.66527,194.11983,258.48315,21
658,2,233.99632,48.5482,185.35916,194.45915,220.13168,21
658,3,233.48184,43.056618,186.47356,207.97638,222.966,21
658,4,148.5546,45.18245,87.65807,120.54907,152.45564,21
658,5,75.38444,20.87051,49.4057,57.201725,76.98098,21
658,6,22.260464,15.799455,7.049312,10.137657,16.719898,21
658,7,12.355278,8.93555,6.2618585,6.402323,9.531569,21
658,8,23.9035,16.374931,9.348888,10.6593485,17.998127,21
658,9,56.73637,17.928343,35.762707,36.701233,58.266518,21
658,10,136.97083,26.393932,106.93175,114.146645,136.04198,21
658,11,181.91588,48.20962,111.33038,137.51027,172.6965,21
658,12,251.85126,73.07095,184.77094,192.81177,231.91704,21
659,1,299.20154,87.35295,184.36043,242.87524,279.22385,21
659,2,270.80246,68.423935,200.50085,202.35965,260.6433,21
659,3,269.069,93.30946,194.77225,200.96402,236.58095,21
659,4,147.38817,54.742245,88.66266,102.46474,137.00479,21
659,5,51.03723,33.97533,20.975506,25.765722,41.32804,21
659,6,0.8537547,1.2438437,0.0,0.0,0.0,21
659,7,0.6995627,1.2785275,0.0,0.0,0.0,21
659,8,4.8372073,8.486384,0.0,0.0,0.0,21
659,9,57.78429,30.15121,13.440017,29.270634,56.35057,21
659,10,146.90381,61.11882,74.33777,95.50877,136.22505,21
659,11,222.53778,55.275177,158.11673,167.15353,242.00824,21
659,12,261.3845,48.396755,202.01303,224.07545,249.90314,21
660,1,279.7828,99.134445,190.05847,211.21681,265.0969,21
660,2,245.8525,60.696693,173.42647,187.38823,241.03429,21
660,3,242.578,77.00389,163.36607,185.34285,227.98666,21
660,4,135.62321,48.54865,87.558876,93.03139,126.72598,21
660,5,28.165867,20.033936,9.554126,11.127435,19.52054,21
660,6,1.1256936,1.5963693,0.0,0.0035579016,0.14330524,21
660,7,0.5868329,1.0301657,0.0,0.0,0.07303246,21
660,8,2.3310347,3.3813446,0.0,0.0,0.5603111,21
660,9,41.294437,23.281738,14.059473,18.724821,40.15788,21
660,10,131.21461,53.056076,69.28595,85.98883,126.82215,21
660,11,214.64142,48.599,156.31616,177.96448,211.90616,21
660,12,280.54736,64.67858,194.88283,228.59975,274.37836,21
661,1,221.4881,100.33887,98.75947,130.25906,216.46053,21
661,2,214.82626,64.236885,143.63829,152.91179,213.29303,21
661,3,206.87602,78.31648,114.917244,135.75896,216.35164,21
661,4,116.4092,57.807877,58.115562,72.815865,104.38971,21
661,5,32.62519,28.95266,9.076522,11.397825,27.035828,21
661,6,1.192374,2.3255067,0.0,0.0,0.18870337,21
661,7,0.23930648,0.50264466,0.0,0.0,0.0,21
661,8,0.47810346,1.4018788,0.0,0.0,0.0,21
661,9,16.966122,12.581879,3.8744662,6.6558447,16.787561,21
661,10,95.265656,71.38103,39.87776,45.60359,81.0579,21
661,11,163.61438,47.65822,96.21868,134.2496,170.0991,21
661,12,232.03741,70.34842,166.25256,169.60995,204.12462,21
662,1,239.49107,91.52915,114.40497,137.36082,249.36446,21
662,2,223.69861,65.59112,139.1881,165.12854,224.45743,21
662,3,252.75993,79.92829,146.36118,189.20508,262.82425,21
662,4,129.06375,55.336113,70.66055,85.980385,116.02436,21
662,5,39.82973,29.485401,7.748287,13.346109,38.99155,21
662,6,1.1281717,1.7278783,0.0,0.0,0.08448847,21
662,7,0.51643586,0.929995,0.0,0.0,0.0,21
662,8,0.9839265,2.7679324,0.0,0.0,0.0028371261,21
662,9,27.805227,18.201504,10.794384,12.971474,23.90732,21
662,10,106.3734,75.77748,44.535057,55.13024,78.02603,21
662,11,189.9677,52.498043,115.93732,139.48923,215.22449,21
662,12,267.96957,91.3926,188.10559,203.63544,234.62082,21
663,1,297.20328,61.441772,212.047,236.60236,300.8959,21
663,2,231.88458,59.99433,175.69833,185.23189,216.38403,21
663,3,255.86937,64.10794,190.09915,201.12354,240.58107,21
