bidx,month,mean_mm,sd_mm,p10_mm,p20_mm,p50_mm,n_years
276,12,92.54453,64.16162,30.106733,36.334393,70.10112,21
277,1,216.52254,102.397736,74.41074,138.19324,230.86353,21
277,2,256.73978,71.559204,163.36052,201.61723,254.41493,21
277,3,332.80264,76.9745,247.48343,264.54922,318.7841,21
277,4,338.623,63.03616,237.95998,275.38394,351.6463,21
277,5,285.1438,90.18092,201.28511,213.91904,266.05466,21
277,6,149.89175,44.818413,97.35225,109.38014,146.1926,21
277,7,107.50958,35.050655,65.730644,81.81558,101.99362,21
277,8,61.27474,19.625206,33.964043,42.089344,61.149128,21
277,9,53.26152,19.123055,38.54077,39.288082,46.841335,21
277,10,54.973137,17.545113,43.755653,45.74613,53.36803,21
277,11,79.70164,34.03119,35.85414,43.6931,84.12279,21
277,12,114.00544,69.63913,50.89052,59.864742,98.42842,21
278,1,227.6807,78.57871,117.51428,175.3257,213.26543,21
278,2,242.16814,57.148743,149.09612,197.12663,253.51105,21
278,3,316.39584,58.739506,248.89685,283.5155,306.75415,21
278,4,333.71814,66.642456,246.35085,299.89862,335.0292,21
278,5,298.0138,56.1718,245.31944,257.08115,302.17084,21
278,6,182.39465,56.410847,120.72659,156.7072,187.76483,21
278,7,149.30855,40.748856,112.49819,117.191505,152.4651,21
278,8,94.928505,30.8533,50.041523,60.67115,93.51399,21
278,9,119.387024,41.337074,77.32964,89.44821,113.20188,21
278,10,103.09435,28.358925,79.50867,82.22904,98.42185,21
278,11,119.26303,46.600178,61.756355,76.58038,120.59459,21
278,12,155.42781,62.043854,82.13473,98.33367,148.13843,21
279,1,294.30524,88.62521,143.10995,239.0275,304.3829,21
279,2,268.79166,61.547565,175.72716,224.0656,279.75043,21
279,3,363.3615,61.054234,302.12967,312.99854,349.84018,21
279,4,312.28052,53.89613,248.7446,259.98233,318.33167,21
279,5,282.911,58.898693,191.96167,234.26306,291.79898,21
279,6,171.32323,59.53784,121.895004,138.76204,171.2501,21
279,7,120.95567,43.700523,78.754944,89.06526,111.918335,21
279,8,77.47197,33.345654,34.639183,51.883568,74.26114,21
279,9,76.852234,35.237354,35.28591,48.826927,76.46721,21
279,10,102.29201,33.90201,62.830063,68.73021,98.91958,21
279,11,110.86965,45.268055,61.332783,72.64217,103.05565,21
279,12,162.53162,76.05627,75.84528,83.65067,146.80899,21
280,1,247.69109,73.20826,155.54883,185.59193,240.84573,21
280,2,219.1282,68.449036,145.30635,165.30367,219.00864,21
280,3,301.2963,58.03177,236.7526,246.75908,292.5274,21
280,4,308.66812,48.202744,257.8074,271.53088,301.03094,21
280,5,295.40585,63.04404,216.05762,239.48613,295.68796,21
280,6,209.61465,56.571342,142.66504,165.3961,200.00046,21
280,7,164.87717,48.64927,112.76391,124.67782,154.32004,21
280,8,139.38307,39.400932,92.004814,105.01808,143.15852,21
280,9,159.05328,52.12669,99.74466,115.56957,154.5031,21
280,10,176.54532,35.18822,144.651,152.08968,181.3158,21
280,11,183.58691,45.59941,140.68593,159.60413,181.31776,21
280,12,244.71292,39.989906,206.09645,223.4618,236.17462,21
281,1,244.78316,79.09753,143.4694,179.05598,237.88905,21
281,2,214.80101,71.16171,140.37445,168.87671,205.28104,21
281,3,304.15134,56.080673,241.48848,251.25166,304.15918,21
281,4,308.98785,49.375946,257.11456,272.51486,311.47675,21
281,5,312.60617,80.63235,206.70235,254.49527,308.14566,21
281,6,211.21014,57.401043,150.91046,166.20662,195.99483,21
281,7,177.285,47.49473,122.67733,140.68733,171.15312,21
281,8,149.91878,42.825954,97.68353,106.2704,149.88142,21
281,9,156.20126,46.114258,100.36776,114.16014,146.46931,21
281,10,182.25201,35.051205,151.50111,156.07936,179.74617,21
281,11,199.63083,45.39647,139.78177,167.8829,197.67409,21
281,12,234.59526,32.024128,203.67288,210.48465,227.32439,21
282,1,286.19833,85.84222,182.97284,207.57184,279.82428,21
282,2,285.95532,64.90947,199.75859,235.6918,293.65976,21
282,3,368.7058,77.742256,306.5591,314.4969,364.9452,21
282,4,303.73956,52.650005,245.2335,251.89877,293.88486,21
282,5,247.72154,57.474915,185.53926,204.12,250.18924,21
282,6,142.61374,49.038166,72.13115,107.1361,135.72313,21
282,7,106.41339,30.35006,62.124508,85.48214,105.93251,21
282,8,52.81784,19.46607,29.58565,35.7932,50.309837,21
282,9,48.085567,28.6767,14.245774,24.16167,39.37532,21
282,10,67.87442,23.620415,39.473373,49.685955,66.54727,21
282,11,109.00857,55.486485,43.52309,60.791542,101.91058,21
282,12,150.87877,67.36089,64.373024,93.58681,162.88928,21
283,1,256.78247,85.72762,175.77264,192.86868,243.97722,21
283,2,298.2758,71.24894,195.89696,223.87518,308.1162,21
283,3,365.12112,68.52054,291.8146,304.44473,369.7247,21
283,4,337.0067,53.323708,281.41846,295.32324,328.09503,21
283,5,282.2776,76.36817,208.39847,236.74637,296.80377,21
283,6,176.31116,64.90619,108.26457,116.09728,193.55081,21
283,7,123.27947,35.20699,85.27278,100.53981,112.261665,21
283,8,71.44211,28.646164,35.082733,49.571846,72.13985,21
283,9,54.17614,31.069359,16.413929,23.26305,52.180622,21
283,10,76.22257,34.93452,34.171516,55.482605,61.883057,21
283,11,120.0693,64.75454,48.278183,66.95702,113.27437,21
283,12,172.36517,83.791275,51.34048,114.95281,160.39723,21
284,1,276.68625,88.699646,171.16171,219.22682,267.78522,21
284,2,236.64737,70.36185,153.48524,189.11743,227.981,21
284,3,299.48022,59.54534,230.99635,258.4139,283.19992,21
284,4,297.06586,50.741566,243.50468,260.3354,289.55637,21
284,5,310.90863,53.6955,241.19661,277.78812,301.81586,21
284,6,232.11404,54.94902,144.54892,196.67737,238.42537,21
284,7,188.78476,46.06291,131.09389,143.89572,196.57532,21
284,8,166.01512,38.616932,134.77486,142.21393,158.2242,21
284,9,149.82533,39.07839,97.39382,112.553665,148.08556,21
284,10,185.72311,38.293144,137.27519,147.7166,188.57948,21
284,11,202.72243,52.217667,139.79741,155.4333,203.11356,21
284,12,228.74161,42.063545,180.16661,195.89238,217.28943,21
285,1,249.4447,80.727455,153.31912,196.99228,227.40381,21
285,2,209.58171,60.618614,134.32385,157.63141,219.98119,21
285,3,294.0616,55.122124,239.78299,248.05939,288.14996,21
285,4,293.92838,47.94868,239.12743,250.54654,290.11612,21
285,5,301.71893,64.451035,233.7576,244.27516,296.57928,21
285,6,219.28493,57.63036,144.33714,171.21304,226.94896,21
285,7,169.17924,46.836594,126.52967,142.67111,159.20013,21
285,8,144.73567,38.09563,100.76454,108.7079,141.42421,21
285,9,160.49448,47.053776,106.65317,116.433,156.4187,21
285,10,192.08276,36.538643,156.13153,165.03159,195.64397,21
285,11,181.08891,50.902954,125.521835,142.01546,181.7522,21
285,12,247.97932,43.837692,191.12102,221.23462,248.60745,21
286,1,302.4558,85.09159,207.5035,225.49113,286.6403,21
286,2,245.77086,64.83857,186.41963,200.26715,240.12485,21
286,3,317.0213,46.22882,260.4474,275.29208,321.08148,21
286,4,304.58746,51.098736,248.08258,264.17938,293.18933,21
286,5,290.39554,46.466965,231.1124,255.816,287.61832,21
286,6,213.8754,46.08999,164.39362,172.85362,216.72559,21
286,7,160.64848,34.479176,114.550156,126.58699,162.01694,21
286,8,174.15169,36.677498,123.396355,147.04077,166.07901,21
286,9,163.5712,47.933964,106.4555,123.22414,162.07236,21
286,10,192.85321,37.014786,149.55074,159.2165,189.82962,21
286,11,211.37686,47.311195,156.19843,172.25739,217.875,21
286,12,249.40497,41.045246,184.20282,217.95949,252.46458,21
287,1,318.3743,55.964436,262.23193,263.07007,323.37393,21
287,2,286.69653,45.298126,240.40887,255.56674,298.21594,21
287,3,331.39896,39.742714,275.4864,308.02423,328.57565,21
287,4,286.53833,41.097294,241.29762,248.07658,283.2028,21
287,5,219.34161,44.54025,165.22023,182.27489,215.53079,21
287,6,137.70389,37.633495,96.8415,110.97123,136.7301,21
287,7,91.382774,26.339695,55.40912,63.56069,96.76177,21
287,8,102.3886,30.786873,60.776764,74.84388,102.3922,21
287,9,138.8619,22.36256,99.79227,122.51558,147.36859,21
287,10,195.78986,24.679482,170.76204,173.92625,203.694,21
287,11,229.83806,31.655693,206.67073,213.4845,223.05338,21
287,12,281.7771,50.22355,231.50911,234.87675,275.3211,21
288,1,194.32283,81.87621,72.94367,111.82963,197.68924,21
288,2,280.73795,92.050545,162.05623,214.08287,276.67868,21
288,3,366.21313,79.95639,255.74918,287.23795,381.2758,21
288,4,337.52914,58.167316,269.89423,299.1264,348.04147,21
288,5,281.2978,93.46553,173.45549,235.02525,273.2301,21
288,6,153.10326,44.655346,81.9872,125.93674,149.74596,21
288,7,101.62948,44.015087,63.458412,66.24139,94.88861,21
288,8,49.413322,22.032848,24.413061,30.242657,48.06616,21
288,9,39.708416,25.019777,11.076262,19.301899,33.105568,21
288,10,47.301105,29.857683,14.251762,22.174553,41.70095,21
288,11,72.79225,32.00268,40.683887,45.127743,64.413864,21
288,12,133.03749,86.39529,44.507553,57.230247,119.32676,21
289,1,225.5344,85.92608,101.03329,117.53099,247.18408,21
289,2,282.61472,91.07422,180.6825,200.58044,275.0755,21
289,3,337.67212,78.82741,246.52184,274.31583,341.91977,21
289,4,310.0797,63.831127,236.03484,248.6186,322.41684,21
289,5,243.64577,78.918686,165.1289,192.64146,222.54312,21
289,6,115.97955,41.746937,64.84154,71.95664,113.92313,21
289,7,81.41774,37.67002,47.373653,49.338947,75.290985,21
289,8,43.449684,18.895601,21.13097,27.47842,38.633816,21
289,9,44.158108,20.746725,16.324938,23.089716,44.110924,21
289,10,57.22365,28.569674,24.998142,31.50457,49.62948,21
289,11,96.47834,39.62442,50.47306,64.870125,90.69414,21
289,12,154.69406,98.10829,65.28084,68.252235,115.3476,21
290,1,285.1311,71.1502,210.76321,219.90875,271.32898,21
290,2,236.8144,51.824905,178.29442,197.1731,233.00266,21
290,3,287.81656,40.726585,234.70845,262.0146,278.51236,21
290,4,279.58423,47.93984,221.74286,238.57492,274.01813,21
290,5,282.82867,43.4428,222.6677,244.241,291.47348,21
290,6,177.07678,37.258774,127.72417,135.82312,178.11195,21
290,7,173.55421,44.48767,135.42023,143.69452,175.80159,21
290,8,144.65309,39.435867,92.92463,114.11559,149.24664,21
290,9,162.89264,46.901417,105.74428,136.02615,157.73093,21
290,10,172.84119,33.6544,138.04128,150.4351,168.77385,21
290,11,200.37242,38.336826,147.30435,161.82555,205.54051,21
290,12,235.90329,48.254253,199.1239,201.90004,230.6929,21
291,1,310.392,50.24837,254.19196,267.78232,298.55063,21
291,2,280.69232,43.501015,215.80205,247.28624,285.9202,21
291,3,320.9192,38.96543,268.74133,291.77856,323.70975,21
291,4,283.41397,35.69422,238.22131,258.12817,281.80185,21
291,5,230.4774,34.337917,181.87004,195.1064,235.98041,21
291,6,159.93835,40.20639,113.1397,131.4135,154.2684,21
291,7,112.44212,33.734962,79.8016,83.27875,110.72086,21
291,8,117.941666,31.045225,72.09385,92.970726,115.6489,21
291,9,154.25488,29.2028,122.38384,124.21591,158.05684,21
291,10,203.03253,25.568316,169.70215,178.88141,204.97585,21
291,11,241.76672,33.523327,212.61206,226.01656,241.12311,21
291,12,273.95776,43.707993,232.04863,242.51033,263.55994,21
292,1,257.0233,76.47435,162.80782,185.43327,281.47876,21
292,2,291.18295,71.79467,203.22958,245.91145,296.90707,21
292,3,333.37418,74.3845,236.58997,295.83365,341.85345,21
292,4,347.3858,82.02183,241.08656,292.41364,345.8577,21
292,5,232.37956,103.94859,133.73773,166.59026,222.5307,21
292,6,81.22918,39.44766,48.496933,55.284077,66.2799,21
292,7,56.753784,33.251022,28.467024,33.498215,44.60547,21
292,8,30.268145,12.504417,16.786625,20.153044,27.807302,21
292,9,31.30978,19.118528,10.22933,14.514771,34.795036,21
292,10,27.5035,13.956968,11.899643,13.876683,26.95975,21
292,11,52.928223,25.91384,28.171291,29.704231,45.768143,21
292,12,122.78102,46.290108,72.275276,79.63608,120.42366,21
293,1,288.28796,67.82088,190.99023,247.25217,282.33917,21
293,2,279.05695,54.634804,207.08165,227.9569,292.45554,21
293,3,348.57556,57.850292,296.98407,323.77548,348.77518,21
293,4,301.548,47.928883,257.5554,281.19025,292.84567,21
293,5,248.19873,52.719982,182.1818,198.1292,261.2252,21
293,6,150.03331,46.509087,95.97838,113.147865,142.3148,21
293,7,111.741035,36.343945,76.554634,87.49534,108.20814,21
293,8,77.84851,31.058205,39.834595,47.73077,74.7402,21
293,9,57.443504,30.682886,25.594757,33.695175,48.828762,21
293,10,77.05381,30.082903,45.075577,49.104523,71.95008,21
293,11,129.06935,58.099552,54.166508,86.64794,123.54134,21
293,12,162.86339,61.144917,81.44166,112.25085,167.44841,21
294,1,217.00644,59.93425,140.51518,165.72519,227.82019,21
294,2,272.94147,72.16457,166.65897,216.35493,287.83926,21
294,3,333.1788,75.757484,259.4882,265.24097,328.59106,21
294,4,333.68283,68.582,260.49182,279.97,319.64694,21
294,5,217.29045,89.70437,135.07466,156.78003,206.16039,21
294,6,74.85931,36.133038,39.746914,52.69438,59.67403,21
294,7,52.101196,26.570765,25.384018,32.320717,44.27177,21
294,8,26.342464,12.848287,13.693508,15.416863,22.001287,21
294,9,27.55108,16.438288,8.818615,10.374846,30.24176,21
294,10,28.284048,12.785884,12.056013,14.568401,27.60412,21
294,11,45.88333,21.20265,21.069042,25.120289,44.177982,21
294,12,119.70616,46.743465,71.465645,75.24726,120.900406,21
295,1,272.75552,74.23945,179.60599,223.88641,268.79227,21
295,2,296.497,59.539597,214.7005,230.15901,302.6208,21
295,3,344.74158,66.49078,295.89105,309.62094,339.7272,21
295,4,323.21954,51.52239,272.1236,283.27795,326.75845,21
295,5,245.3514,60.13664,188.54254,194.20602,238.34329,21
295,6,128.37166,34.336315,91.71545,97.7902,124.06266,21
295,7,95.947075,35.30032,57.097813,74.06915,90.055954,21
295,8,72.14459,29.919107,36.972054,37.830647,66.94706,21
295,9,63.87944,29.476353,31.775978,37.314957,65.2082,21
295,10,86.96616,31.109005,47.36935,60.305824,80.22698,21
295,11,139.67517,63.680855,49.492165,75.981705,147.26187,21
295,12,171.492,78.870316,75.96819,98.150764,155.49017,21
296,1,368.5487,73.44852,260.96417,313.91086,396.63232,21
296,2,420.47876,103.345,320.6358,346.2508,415.5308,21
296,3,500.11258,106.230316,358.40274,428.10934,499.4529,21
296,4,421.91965,87.34671,318.87497,369.8516,424.88644,21
296,5,301.09445,98.102036,184.07512,223.9303,281.1795,21
296,6,121.74448,64.42999,51.139885,68.8826,111.743515,21
296,7,86.392334,35.43161,46.955025,58.277275,75.80927,21
296,8,46.201874,22.490694,16.42731,30.105536,42.71887,21
296,9,45.153297,18.833769,26.470112,29.015257,42.254745,21
296,10,42.67123,19.630745,17.223991,25.286823,45.30627,21
296,11,86.81394,48.54218,35.919495,42.752136,76.039116,21
296,12,194.54276,70.51345,118.09727,137.88992,182.84744,21
297,1,331.08514,75.364914,241.49336,261.90155,334.0983,21
297,2,417.84534,109.972374,284.94577,329.01678,434.84732,21
297,3,452.95383,91.171394,351.94128,364.39172,453.7556,21
297,4,390.08215,77.38557,307.78116,343.5436,381.63147,21
297,5,280.54916,99.349144,181.10336,196.14876,260.63525,21
297,6,109.27684,49.766655,54.873898,68.092545,94.68096,21
297,7,78.38292,37.0108,40.56963,46.63202,69.68943,21
297,8,40.795364,20.537497,14.572656,18.5993,39.82923,21
297,9,39.617924,17.462925,17.328056,25.878963,42.557583,21
297,10,43.415016,20.153872,20.0171,23.407085,44.111217,21
297,11,90.73401,53.076553,38.145493,48.122726,74.4962,21
297,12,193.83133,75.676544,117.09255,142.34164,175.61171,21
298,1,298.09106,75.141685,192.35469,252.12968,308.95294,21
298,2,272.15112,59.417736,190.76482,215.6868,285.41116,21
298,3,342.9322,53.3063,278.73203,296.77188,340.43204,21
298,4,307.95337,45.806343,250.91559,272.25912,308.82208,21
298,5,248.42271,47.34318,188.86914,210.76091,249.90942,21
298,6,155.76389,46.476562,116.13206,131.47131,154.44704,21
298,7,104.521194,27.91018,81.56401,86.37893,105.60797,21
298,8,83.26298,29.843763,50.940567,55.251034,81.90972,21
298,9,84.33211,30.425035,50.568775,60.729427,82.74205,21
298,10,106.158165,27.264414,74.50607,84.38533,103.88722,21
298,11,129.79161,51.409737,61.586216,94.42521,122.28716,21
298,12,177.36827,47.828354,109.20567,140.81366,171.43832,21
299,1,289.90445,73.59397,199.7281,216.63794,289.3338,21
299,2,280.23697,60.786263,224.29884,233.52919,277.65625,21
299,3,348.4138,55.120525,276.10458,318.9194,344.6025,21
299,4,279.17197,47.115765,231.4195,246.84738,277.41318,21
299,5,215.97493,50.203262,148.27983,174.03452,235.71106,21
299,6,135.71565,40.152935,102.3266,110.22266,132.53616,21
299,7,91.20616,31.285206,62.697723,74.08947,89.22758,21
299,8,61.00042,25.785429,34.142685,38.20386,54.518158,21
299,9,47.687107,22.50712,29.276018,30.20336,45.817654,21
299,10,63.484097,20.695223,39.224556,47.49729,60.613506,21
299,11,74.60809,28.832788,46.0917,48.71159,73.066574,21
299,12,109.269104,30.370697,72.81465,84.88545,109.49458,21
300,1,241.81442,70.82859,146.66179,187.57132,238.17435,21
300,2,222.04083,75.68825,150.11894,156.27063,210.4596,21
300,3,309.28143,61.228397,231.77234,264.901,317.10062,21
300,4,308.34723,45.985737,264.51047,278.05252,306.7272,21
300,5,305.07687,69.213425,220.77298,232.39445,303.43622,21
300,6,206.28036,57.26376,146.96408,160.55832,191.9128,21
300,7,166.51611,48.631023,119.609184,122.450676,156.6528,21
300,8,135.29192,43.04427,97.34996,100.68532,135.92319,21
300,9,152.20502,46.474594,95.6216,106.92946,150.4635,21
300,10,168.43005,35.072388,134.93132,138.97781,166.3933,21
300,11,193.08011,42.79508,136.85097,170.48706,196.44969,21
300,12,237.69548,31.996729,201.87027,214.48976,243.11086,21
301,1,294.4776,74.87163,210.10204,244.55612,290.24063,21
301,2,261.92896,76.29252,184.42311,210.78583,274.4285,21
301,3,327.7978,50.43812,260.3342,288.28818,318.86395,21
301,4,303.8353,41.622585,265.81973,266.3693,292.74225,21
301,5,286.75153,57.74688,229.79138,246.03098,275.5612,21
301,6,190.46701,44.328285,136.34991,149.78693,189.12215,21
301,7,143.51936,38.85556,95.86967,103.959694,145.43022,21
301,8,137.11716,36.05161,100.71641,108.544556,136.7532,21
301,9,162.81052,42.51686,121.38179,129.09186,163.99278,21
301,10,184.93263,35.26142,139.10745,153.76915,187.73445,21
301,11,204.71404,45.080772,148.68082,176.19484,208.02177,21
301,12,251.02527,41.57672,195.53246,213.26865,254.8341,21
302,1,260.72943,68.18697,177.9364,212.73506,259.52667,21
302,2,233.33226,86.29043,148.05954,157.52112,218.73187,21
302,3,317.1025,62.48918,255.76517,263.38663,303.589,21
302,4,313.6445,46.772453,273.56503,281.02826,297.7199,21
302,5,316.85406,74.31074,228.51338,237.08276,324.6325,21
302,6,197.49481,51.1291,142.72711,162.27454,186.57863,21
302,7,149.5625,45.05653,101.111534,109.899414,134.60251,21
302,8,130.02892,37.10964,93.95811,102.250984,132.4652,21
302,9,156.77396,41.840965,113.50052,123.508606,161.32236,21
302,10,177.22151,31.85933,140.09927,145.27321,172.30981,21
302,11,207.6206,44.901485,154.04288,163.31567,213.30557,21
302,12,236.14885,40.05911,194.45552,196.10086,239.29765,21
303,1,302.20798,72.50422,215.1454,246.45021,279.85187,21
303,2,257.94998,77.603226,171.15349,200.30093,266.49008,21
303,3,326.14642,51.150517,273.45364,285.92365,318.07007,21
303,4,307.19934,42.6776,254.66046,270.6042,304.38663,21
303,5,280.833,58.864826,207.40039,239.5109,272.1797,21
303,6,186.81644,43.20261,138.2499,159.73582,182.3732,21
303,7,134.17722,37.229885,91.5285,102.20751,133.9778,21
303,8,136.41391,32.92958,101.6421,118.05993,132.23209,21
303,9,150.16559,40.06522,106.888405,118.21863,148.73439,21
303,10,185.39383,32.88827,145.85204,155.73308,186.60292,21
303,11,209.9688,42.796604,153.2934,170.34845,219.60791,21
303,12,258.3893,48.275345,188.15118,215.29468,266.06296,21
304,1,204.50931,68.193474,105.54658,139.79173,222.9003,21
304,2,290.40952,81.123764,194.49673,221.58632,289.4046,21
304,3,355.5451,78.54302,243.5945,270.93542,361.34146,21
304,4,322.57193,67.4113,265.7252,273.57828,308.54318,21
304,5,248.08504,81.03144,174.11023,191.99178,227.80573,21
304,6,119.62997,50.21299,72.93407,86.4375,105.89243,21
304,7,76.002625,45.02577,32.498222,43.22722,70.89944,21
304,8,49.52852,17.146591,27.685423,36.886395,50.589405,21
304,9,58.43554,28.712303,24.371881,33.421886,55.937157,21
304,10,63.343987,37.715958,31.360188,38.010815,47.961906,21
304,11,81.52138,38.794807,27.713778,57.59954,81.412674,21
304,12,163.45929,103.57341,69.32027,88.51169,140.48514,21
305,1,219.75232,74.43842,117.55775,121.15789,229.50099,21
305,2,278.7073,90.46947,168.40387,219.7379,271.1757,21
305,3,333.56567,73.173,246.39584,264.97183,349.72357,21
305,4,304.91962,72.320045,240.17345,258.63556,284.16876,21
305,5,237.79861,81.777534,160.8124,167.73045,210.1681,21
305,6,110.707726,42.907413,69.900314,78.90167,93.63055,21
305,7,68.86957,32.076607,39.640694,42.939857,60.66647,21
305,8,45.56118,16.283577,20.716963,30.498999,43.888515,21
305,9,49.554367,24.795095,24.956049,27.005262,48.508236,21
305,10,64.264175,36.746788,33.01525,38.595978,48.45518,21
305,11,95.21778,40.189793,36.53733,68.52119,96.59396,21
305,12,157.17859,100.94099,65.59718,74.377785,122.21343,21
306,1,302.8474,128.73854,187.66368,198.39633,267.82452,21
306,2,254.4355,74.5998,175.02853,184.52678,266.27637,21
306,3,317.04468,70.34586,230.33241,269.94415,320.88467,21
306,4,329.14493,55.520775,267.46033,298.38794,331.89224,21
306,5,278.63873,62.176674,204.76353,216.06412,267.92792,21
306,6,166.9009,46.11481,109.30761,128.89865,178.3981,21
306,7,119.6173,31.748844,95.146576,100.737114,115.157166,21
306,8,93.623634,31.07631,59.985744,63.031464,90.31427,21
306,9,128.54263,29.916588,94.86996,119.754486,128.2072,21
306,10,130.17117,29.151627,91.68696,105.02014,135.01926,21
306,11,169.45937,69.437004,82.73538,122.15779,162.00342,21
306,12,238.455,58.741875,164.98547,196.77364,243.55392,21
307,1,291.175,132.12543,185.72511,198.34431,241.90324,21
307,2,242.31355,70.52299,165.18489,175.09988,242.2362,21
307,3,307.18436,71.12404,217.84546,257.18045,322.007,21
307,4,316.69992,54.690933,262.4793,280.8816,316.63986,21
307,5,255.94678,65.703415,183.35616,200.63133,241.96199,21
307,6,159.55038,49.87856,102.30441,132.72725,171.93889,21
307,7,120.56737,27.670109,94.2974,110.34608,117.00852,21
307,8,88.10322,22.60655,58.058037,69.96201,88.18512,21
307,9,113.25266,22.50553,77.688545,102.81721,114.74028,21
307,10,125.24996,26.751057,93.04749,100.625565,127.933,21
307,11,164.83305,63.687172,92.86524,133.80084,155.31172,21
307,12,224.64671,58.344143,153.08888,193.2348,214.52522,21
308,1,223.51874,58.823174,144.14291,174.93729,212.86023,21
308,2,228.73607,45.885685,168.23112,200.95038,228.38445,21
308,3,293.62302,35.415714,257.17163,276.81052,298.75992,21
308,4,329.8063,37.75144,291.19205,305.1634,322.84128,21
308,5,318.39355,33.67118,287.04782,296.22998,310.16974,21
308,6,274.1176,24.267948,242.44083,251.62122,273.40845,21
308,7,246.83066,32.347595,210.77405,219.17992,245.55644,21
308,8,200.99538,28.661558,158.63368,171.3086,209.44267,21
308,9,210.08296,25.754766,182.08464,186.02786,209.0617,21
308,10,226.025,24.27879,198.05789,205.26707,224.89345,21
308,11,234.11528,24.387869,209.53194,216.33871,235.09944,21
308,12,238.64262,35.683434,190.48683,219.01155,235.69359,21
309,1,287.06976,48.11164,227.87636,245.7984,288.2966,21
309,2,269.20413,35.26728,222.06973,230.95285,264.58313,21
309,3,289.0729,36.851116,242.22475,262.34393,284.61612,21
309,4,280.614,40.70322,241.99635,251.02246,276.87857,21
309,5,233.89119,34.3174,179.20898,211.51013,231.17714,21
309,6,164.45972,37.374184,116.934685,138.71738,160.05319,21
309,7,119.25665,31.501537,85.20682,99.27868,110.7258,21
309,8,120.13942,33.270954,76.28578,86.83355,126.4683,21
309,9,154.084,31.145092,108.96802,128.05724,159.70457,21
309,10,196.43254,39.259167,152.984,165.43507,189.93076,21
309,11,230.66629,31.647074,202.34062,213.51442,228.44597,21
309,12,251.16193,40.957413,213.9165,227.65186,243.06985,21
310,1,146.26262,70.14438,64.47065,94.68203,154.92896,21
310,2,200.67961,81.19261,88.31918,153.23923,197.0545,21
310,3,287.56226,82.180954,211.7092,225.15422,274.98618,21
310,4,305.80396,121.25741,161.50183,165.22186,299.09583,21
310,5,178.28731,105.91802,82.54548,86.67191,155.85347,21
310,6,58.373623,32.808434,16.358696,28.808804,55.47899,21
310,7,38.839676,26.067663,11.725975,11.805527,36.20656,21
310,8,1.9958811,3.3451169,0.0,0.0,0.0,21
310,9,0.96303105,2.2825074,0.0,0.0,0.0,21
310,10,4.649112,4.3006563,0.0,0.0,5.136105,21
310,11,8.468038,3.2370017,5.1136723,5.4661045,8.078041,21
310,12,34.89674,28.190544,7.2063065,13.007185,23.145706,21
311,1,155.21904,85.55195,64.57682,82.467125,127.96684,21
311,2,190.74939,73.87366,98.10825,135.97543,189.568,21
311,3,262.7699,73.063736,168.51416,185.58041,261.9165,21
311,4,291.13843,121.58618,150.76352,179.8817,284.7693,21
311,5,164.30466,116.2962,71.118225,78.82096,118.32716,21
311,6,49.682243,30.873878,16.691828,23.50004,43.365646,21
311,7,23.899853,13.572233,11.334792,13.286129,20.66454,21
311,8,2.9588826,3.2580857,0.43713433,0.5099163,1.4781767,21
311,9,1.8900636,1.8312329,0.0,0.2360078,1.0909774,21
311,10,4.790205,3.8138492,0.37979925,0.5314108,4.9567084,21
311,11,9.799603,6.3625407,4.683914,5.715586,7.944359,21
311,12,39.02496,30.85445,8.810039,15.6525,27.538435,21
312,1,302.7477,101.25028,203.94499,230.39221,306.9911,21
312,2,271.64175,80.06745,176.89554,202.1172,272.57053,21
312,3,316.88452,82.25754,222.01326,246.99356,329.33972,21
312,4,317.23688,59.458893,231.62766,273.74167,323.13895,21
312,5,239.41394,61.216427,162.65207,204.62773,230.16301,21
312,6,128.16545,41.89571,74.643974,103.79021,129.75816,21
312,7,87.77031,34.039898,51.06955,61.702805,84.28935,21
312,8,71.383705,28.604702,36.228363,48.078766,69.56346,21
312,9,104.66774,38.267044,76.164185,82.46623,97.92626,21
312,10,116.97652,32.81103,80.14993,85.85199,113.492744,21
312,11,169.10744,65.75557,89.58621,119.60597,173.0269,21
312,12,226.12979,52.060734,177.71146,187.42242,228.8867,21
313,1,277.30862,99.3345,192.84532,226.63919,242.89287,21
313,2,264.59946,79.8696,181.6933,206.92004,251.43352,21
313,3,301.6951,58.2273,254.44089,256.36496,309.21625,21
313,4,296.54907,36.823685,248.73802,256.62518,307.61905,21
313,5,250.51149,49.99472,206.90036,211.3952,263.3585,21
313,6,146.989,51.35981,103.84663,118.33695,143.11023,21
313,7,117.526596,28.48031,90.225174,105.77391,111.58424,21
313,8,88.21855,27.042711,59.75749,67.791405,84.57887,21
313,9,113.854805,23.782124,81.3708,100.45596,114.36929,21
313,10,135.70338,25.477474,104.5917,112.04237,133.31049,21
313,11,167.92464,56.03522,107.46062,128.82643,164.18233,21
313,12,242.46237,48.838577,191.94533,207.35963,235.05118,21
314,1,172.83667,77.90534,71.84758,115.19868,169.14307,21
314,2,205.46077,68.286095,125.41742,167.11865,207.90865,21
314,3,292.68246,70.48393,216.12003,237.75722,290.31744,21
314,4,307.85248,112.886444,174.04402,179.2119,302.6088,21
314,5,183.20564,95.957375,90.76418,118.37506,160.71886,21
