bidx,start,end,duration_days,start_year,end_year,crosses_new_year,deficit_mm,mean_intensity,max_intensity,peak_date,severe_days,wet_days_absorbed,min_p30_mm,duration_class,severity,severe_day_share
114,2025-07-03,2025-08-09,38,2025,2025,False,9.716063499450684,0.2459146082401275,0.5926134586334229,2025-07-19,21,7,12.368878364562988,moderate 30-59 d,severe,0.553
115,2019-01-27,2019-02-13,18,2019,2019,False,10.67966365814209,0.4479943811893463,0.6658532023429871,2019-01-31,8,0,14.139951705932615,short 15-29 d,moderate,0.444
115,2019-10-04,2019-10-22,19,2019,2019,False,14.104940414428713,0.5813005566596985,0.7954164147377014,2019-10-20,17,0,8.193366050720215,short 15-29 d,severe,0.895
115,2020-04-21,2020-05-25,35,2020,2020,False,14.772828102111816,0.280442476272583,0.6425906419754028,2020-05-18,18,5,14.907682418823242,moderate 30-59 d,severe,0.514
115,2020-09-29,2020-10-20,22,2020,2020,False,12.657386779785156,0.4611605405807495,0.6640042662620544,2020-10-18,20,0,13.050519943237305,short 15-29 d,severe,0.909
115,2020-12-15,2021-02-05,53,2020,2021,True,46.62957000732422,0.3376006484031677,0.7575097680091858,2020-12-24,21,0,16.264850616455078,moderate 30-59 d,moderate,0.396
115,2021-06-18,2021-08-03,47,2021,2021,False,6.396085739135742,0.0985684022307396,0.6227082014083862,2021-06-18,12,14,11.784900665283203,moderate 30-59 d,moderate,0.255
115,2021-10-01,2021-10-19,19,2021,2021,False,21.73396110534668,0.9220173358917236,0.985864281654358,2021-10-09,19,0,0.5230768322944641,short 15-29 d,severe,1.0
115,2022-04-05,2022-04-30,26,2022,2022,False,21.509355545043945,0.4721552431583404,0.7726005911827087,2022-04-14,20,0,12.045587539672852,short 15-29 d,severe,0.769
115,2022-06-17,2022-07-30,44,2022,2022,False,16.78555679321289,0.3596920669078827,0.6809946298599243,2022-07-06,33,5,9.74479866027832,moderate 30-59 d,severe,0.75
115,2022-08-31,2022-09-23,24,2022,2022,False,9.93392276763916,0.3999427855014801,0.757387638092041,2022-09-23,18,0,7.992794990539551,short 15-29 d,severe,0.75
115,2023-02-27,2023-04-19,52,2023,2023,False,19.68250274658203,0.241488516330719,0.686421811580658,2023-03-25,13,0,14.43484115600586,moderate 30-59 d,moderate,0.25
115,2023-06-07,2023-06-25,19,2023,2023,False,5.700235366821289,0.2878690958023071,0.6640634536743164,2023-06-23,7,0,10.163000106811523,short 15-29 d,moderate,0.368
115,2023-10-07,2024-01-02,88,2023,2024,True,119.64473724365234,0.487170398235321,0.9567522406578064,2023-12-18,63,4,4.297152996063232,long 60-119 d,severe,0.716
115,2024-05-03,2024-06-16,45,2024,2024,False,6.840131759643555,0.0814123004674911,0.4301426112651825,2024-05-04,2,15,27.90416717529297,moderate 30-59 d,mild,0.044
115,2024-07-23,2024-08-26,35,2024,2024,False,19.2304744720459,0.4543912708759308,0.790823221206665,2024-08-20,32,0,6.897027015686035,moderate 30-59 d,severe,0.914
115,2025-02-07,2025-03-26,48,2025,2025,False,30.72207832336425,0.5047445297241211,0.7963784337043762,2025-03-12,22,0,8.128406524658203,moderate 30-59 d,moderate,0.458
115,2025-07-04,2025-09-14,73,2025,2025,False,19.70710182189941,0.2384147047996521,0.5838255286216736,2025-07-19,46,13,14.659912109375,long 60-119 d,severe,0.63
116,2019-01-26,2019-02-15,21,2019,2019,False,12.062700271606444,0.3127209544181824,0.636450469493866,2019-01-31,9,0,21.24459648132324,short 15-29 d,moderate,0.429
116,2019-09-26,2019-10-21,26,2019,2019,False,9.340442657470703,0.5551367402076721,0.8629312515258789,2019-10-20,22,0,3.0203707218170166,short 15-29 d,severe,0.846
116,2020-04-21,2020-05-25,35,2020,2020,False,11.287282943725586,0.351336658000946,0.8228502869606018,2020-05-15,18,4,4.468797206878662,moderate 30-59 d,severe,0.514
116,2020-06-25,2020-07-10,16,2020,2020,False,1.7423791885375977,0.2757703363895416,0.3820004761219024,2020-07-03,12,0,7.20249080657959,short 15-29 d,severe,0.75
116,2020-09-10,2020-09-25,16,2020,2020,False,0.616966962814331,0.0688294768333435,0.1798868775367736,2020-09-25,0,1,14.177284240722656,short 15-29 d,mild,0.0
116,2020-12-18,2021-02-05,50,2020,2021,True,52.38644790649414,0.3459575176239013,0.7558516263961792,2021-02-03,35,0,13.090856552124023,moderate 30-59 d,severe,0.7
116,2021-05-05,2021-08-30,118,2021,2021,False,12.127753257751465,0.150390088558197,0.6698193550109863,2021-07-19,36,28,5.031886100769043,long 60-119 d,moderate,0.305
116,2021-10-01,2021-10-19,19,2021,2021,False,7.091327667236328,0.6004158854484558,0.8410102725028992,2021-10-08,14,0,2.92751145362854,short 15-29 d,severe,0.737
116,2022-03-21,2022-07-30,132,2022,2022,False,31.591209411621094,0.1645762026309967,0.8782342672348022,2022-04-10,55,41,3.957002878189087,extreme 120+ d,moderate,0.417
116,2022-08-30,2022-10-08,40,2022,2022,False,10.71336841583252,0.4921324849128723,0.931214451789856,2022-09-21,26,0,1.1541670560836792,moderate 30-59 d,severe,0.65
116,2023-02-24,2023-04-15,51,2023,2023,False,39.38917541503906,0.4813271462917328,0.6482573747634888,2023-02-27,48,0,15.70633602142334,moderate 30-59 d,severe,0.941
116,2023-05-31,2023-07-04,35,2023,2023,False,2.078468084335327,0.1394741386175155,0.7378097772598267,2023-06-25,4,0,3.047487735748291,moderate 30-59 d,mild,0.114
116,2023-11-05,2024-01-01,58,2023,2024,True,122.6229476928711,0.6139616370201111,0.9425808787345886,2023-12-09,48,0,6.534242153167725,moderate 30-59 d,severe,0.828
116,2024-04-10,2024-06-21,73,2024,2024,False,12.546018600463867,0.1487956047058105,0.7268509864807129,2024-05-04,16,19,7.953068733215332,long 60-119 d,moderate,0.219
116,2024-07-22,2024-08-26,36,2024,2024,False,8.457069396972656,0.4067949950695038,0.7228144407272339,2024-08-20,31,0,4.612783908843994,moderate 30-59 d,severe,0.861
116,2024-09-25,2024-10-09,15,2024,2024,False,3.486083745956421,0.3892236053943634,0.596267819404602,2024-09-28,13,0,7.132498264312744,short 15-29 d,severe,0.867
116,2025-02-14,2025-03-26,41,2025,2025,False,34.8812255859375,0.5412673950195312,0.6730665564537048,2025-03-16,40,0,16.390958786010742,moderate 30-59 d,severe,0.976
116,2025-08-20,2025-09-23,35,2025,2025,False,5.301546573638916,0.2844797074794769,0.5640987157821655,2025-08-30,24,0,6.775897979736328,moderate 30-59 d,severe,0.686
117,2019-10-05,2019-10-22,18,2019,2019,False,7.672526836395264,0.4921768605709076,0.7441818714141846,2019-10-20,17,0,7.049753189086914,short 15-29 d,severe,0.944
117,2020-04-21,2020-05-25,35,2020,2020,False,15.79370403289795,0.4739075303077698,0.850159764289856,2020-05-05,21,0,5.038689613342285,moderate 30-59 d,severe,0.6
117,2020-12-15,2021-02-05,53,2020,2021,True,53.77579116821289,0.3783223628997803,0.790807843208313,2021-02-03,34,0,9.135498046875,moderate 30-59 d,severe,0.642
117,2021-07-09,2021-08-06,29,2021,2021,False,2.7151691913604736,0.113094113767147,0.3551062941551208,2021-07-19,2,3,14.153282165527344,short 15-29 d,mild,0.069
117,2022-04-05,2022-05-16,42,2022,2022,False,18.51787376403809,0.2535712718963623,0.8118709325790405,2022-04-10,19,11,8.720640182495117,moderate 30-59 d,moderate,0.452
117,2022-06-17,2022-07-19,33,2022,2022,False,6.6851582527160645,0.3162306547164917,0.4273285567760467,2022-07-10,25,0,10.95544147491455,moderate 30-59 d,severe,0.758
117,2022-08-31,2022-09-23,24,2022,2022,False,10.047131538391112,0.477795273065567,0.9637444615364076,2022-09-21,19,0,0.960037887096405,short 15-29 d,severe,0.792
117,2023-03-22,2023-04-15,25,2023,2023,False,5.306602478027344,0.1409087777137756,0.5714710354804993,2023-04-08,1,0,19.8723373413086,short 15-29 d,mild,0.04
117,2023-06-09,2023-06-25,17,2023,2023,False,4.245266914367676,0.4283298850059509,0.7926326990127563,2023-06-23,17,0,3.623848676681519,short 15-29 d,severe,1.0
117,2023-11-03,2024-01-03,62,2023,2024,True,120.62069702148438,0.6429162621498108,0.9591659903526306,2023-12-09,56,0,4.053252220153809,long 60-119 d,severe,0.903
117,2024-07-24,2024-08-21,29,2024,2024,False,8.76046085357666,0.3453893065452575,0.6110175848007202,2024-08-20,22,0,9.894648551940918,short 15-29 d,severe,0.759
117,2025-02-07,2025-03-26,48,2025,2025,False,16.334217071533203,0.2572112083435058,0.5311586856842041,2025-03-17,15,9,18.36297416687012,moderate 30-59 d,moderate,0.312
118,2019-06-16,2019-06-30,15,2019,2019,False,1.0090727806091309,0.2037649750709533,0.2474515289068222,2019-06-20,0,0,7.501435279846191,short 15-29 d,mild,0.0
118,2019-09-28,2019-10-21,24,2019,2019,False,8.52363109588623,0.5623087882995605,0.8886067271232605,2019-10-20,17,0,2.456038236618042,short 15-29 d,severe,0.708
118,2020-05-04,2020-05-25,22,2020,2020,False,9.698585510253906,0.6127195954322815,0.8486007452011108,2020-05-15,20,0,3.01149582862854,short 15-29 d,severe,0.909
118,2020-06-24,2020-07-14,21,2020,2020,False,2.3652150630950928,0.3300885856151581,0.5623788833618164,2020-07-03,15,2,4.402848243713379,short 15-29 d,severe,0.714
118,2020-09-10,2020-10-07,28,2020,2020,False,2.501126289367676,0.149459570646286,0.2986663281917572,2020-10-06,7,3,12.1278657913208,short 15-29 d,moderate,0.25
118,2020-12-15,2021-02-05,53,2020,2021,True,71.22642517089844,0.4111714363098144,0.7686222195625305,2021-02-03,42,0,12.871333122253418,moderate 30-59 d,severe,0.792
118,2021-05-04,2021-08-06,95,2021,2021,False,14.848374366760254,0.3359802961349487,0.8278298377990723,2021-05-21,54,0,2.726670980453491,long 60-119 d,severe,0.568
118,2022-03-22,2022-04-25,35,2022,2022,False,17.86832618713379,0.3252148032188415,0.9270747900009156,2022-04-09,11,0,3.424267530441284,moderate 30-59 d,moderate,0.314
118,2022-06-16,2022-07-24,39,2022,2022,False,5.992753982543945,0.4369987547397613,0.6574791669845581,2022-06-17,32,2,3.476987600326538,moderate 30-59 d,severe,0.821
118,2022-08-30,2022-10-06,38,2022,2022,False,10.482934951782228,0.5200013518333435,0.7794652581214905,2022-09-21,37,0,3.606499195098877,moderate 30-59 d,severe,0.974
118,2023-02-25,2023-04-14,49,2023,2023,False,19.23524284362793,0.2353575825691223,0.6388735771179199,2023-04-08,20,6,17.111404418945312,moderate 30-59 d,moderate,0.408
118,2023-06-08,2023-06-25,18,2023,2023,False,3.0825767517089844,0.5045547485351562,0.7722163796424866,2023-06-25,17,0,2.235607385635376,short 15-29 d,severe,0.944
118,2023-11-11,2024-01-03,54,2023,2024,True,113.17416381835938,0.5367205142974854,0.8159304857254028,2023-12-08,45,0,22.687389373779297,moderate 30-59 d,severe,0.833
118,2024-04-30,2024-05-15,16,2024,2024,False,2.9311981201171875,0.1880737096071243,0.5309963226318359,2024-05-04,2,1,13.889535903930664,short 15-29 d,mild,0.125
118,2024-06-10,2024-06-29,20,2024,2024,False,2.0863280296325684,0.3090808391571045,0.524183988571167,2024-06-15,9,0,4.899463176727295,short 15-29 d,moderate,0.45
118,2024-07-22,2024-08-22,32,2024,2024,False,5.349907875061035,0.3408203721046448,0.5699124336242676,2024-08-20,18,0,6.237945079803467,moderate 30-59 d,severe,0.562
118,2025-02-14,2025-03-25,40,2025,2025,False,18.122547149658203,0.2671743333339691,0.5345064401626587,2025-03-17,15,5,24.669811248779297,moderate 30-59 d,moderate,0.375
118,2025-09-09,2025-09-23,15,2025,2025,False,1.0522253513336182,0.1346888691186905,0.3320182263851166,2025-09-13,4,0,10.436479568481444,short 15-29 d,moderate,0.267
119,2019-06-16,2019-07-19,34,2019,2019,False,4.413890838623047,0.1865389943122863,0.4774142205715179,2019-06-28,16,11,9.771550178527832,moderate 30-59 d,moderate,0.471
119,2019-10-05,2019-10-22,18,2019,2019,False,9.002781867980957,0.5551732182502747,0.7667180895805359,2019-10-20,16,0,6.74518632888794,short 15-29 d,severe,0.889
119,2020-04-20,2020-05-24,35,2020,2020,False,19.81960678100586,0.5164933800697327,0.8679289817810059,2020-05-09,19,0,3.950467586517334,moderate 30-59 d,severe,0.543
119,2020-06-25,2020-07-09,15,2020,2020,False,1.159752607345581,0.1148517057299614,0.2820694744586944,2020-07-03,6,0,14.042594909667969,short 15-29 d,moderate,0.4
119,2020-12-05,2021-02-05,63,2020,2021,True,84.15617370605469,0.446214884519577,0.706295907497406,2021-01-10,45,2,15.929401397705078,long 60-119 d,severe,0.714
119,2021-07-05,2021-08-06,33,2021,2021,False,4.730113506317139,0.1828943639993667,0.4411289691925049,2021-07-12,14,1,12.2431640625,moderate 30-59 d,moderate,0.424
119,2022-04-08,2022-05-04,27,2022,2022,False,21.89764976501465,0.5292054414749146,0.8241976499557495,2022-04-10,22,0,8.358641624450684,short 15-29 d,severe,0.815
119,2022-06-05,2022-07-20,46,2022,2022,False,11.483951568603516,0.3731530308723449,0.5812965631484985,2022-07-18,37,0,8.278525352478027,moderate 30-59 d,severe,0.804
119,2022-08-27,2022-10-04,39,2022,2022,False,11.854101181030272,0.3808329403400421,0.6082450747489929,2022-09-06,34,0,8.962132453918457,moderate 30-59 d,severe,0.872
119,2023-11-07,2023-12-31,55,2023,2023,False,116.19876098632812,0.5921988487243652,0.8944790959358215,2023-12-08,48,0,12.346314430236816,moderate 30-59 d,severe,0.873
119,2024-06-15,2024-06-29,15,2024,2024,False,1.248019456863403,0.1344830989837646,0.2937194406986236,2024-06-29,4,1,13.290639877319336,short 15-29 d,moderate,0.267
119,2024-07-15,2024-08-24,41,2024,2024,False,7.194815635681152,0.2093308866024017,0.5856912136077881,2024-08-20,18,1,10.060487747192385,moderate 30-59 d,moderate,0.439
119,2025-02-12,2025-03-02,19,2025,2025,False,5.636065483093262,0.2510663866996765,0.3298269212245941,2025-02-14,0,0,23.4095401763916,short 15-29 d,mild,0.0
120,2019-01-07,2019-02-06,31,2019,2019,False,25.986576080322266,0.3237082362174988,0.8501653075218201,2019-01-31,12,2,10.414709091186523,moderate 30-59 d,moderate,0.387
120,2019-06-17,2019-07-28,42,2019,2019,False,3.785480260848999,0.1954920589923858,0.4788162410259247,2019-07-10,21,3,7.166139602661133,moderate 30-59 d,severe,0.5
120,2019-09-29,2019-10-20,22,2019,2019,False,6.234375,0.3732269406318664,0.6711940169334412,2019-10-19,15,0,8.88764762878418,short 15-29 d,severe,0.682
120,2020-04-20,2020-05-24,35,2020,2020,False,12.888407707214355,0.4050181210041046,0.8315214514732361,2020-05-09,19,0,4.31850528717041,moderate 30-59 d,severe,0.543
120,2020-11-30,2021-02-05,68,2020,2021,True,80.37759399414062,0.3161934912204742,0.7687113881111145,2021-02-03,44,3,14.7125883102417,long 60-119 d,severe,0.647
120,2021-05-07,2021-05-31,25,2021,2021,False,12.005032539367676,0.6283905506134033,0.8097702264785767,2021-05-20,24,0,4.051971912384033,short 15-29 d,severe,0.96
120,2021-07-01,2021-08-06,37,2021,2021,False,8.668113708496094,0.4861853718757629,0.8708655834197998,2021-07-12,33,0,1.815111517906189,moderate 30-59 d,severe,0.892
120,2022-03-21,2022-04-30,41,2022,2022,False,27.62539863586425,0.383607804775238,0.7862321138381958,2022-04-09,24,0,11.339083671569824,moderate 30-59 d,severe,0.585
120,2022-06-04,2022-10-03,122,2022,2022,False,19.344467163085938,0.3056985437870025,0.8369401693344116,2022-06-17,79,27,1.9994536638259888,extreme 120+ d,severe,0.648
120,2023-02-24,2023-04-08,44,2023,2023,False,17.18998908996582,0.219391644001007,0.4774232804775238,2023-03-16,20,4,28.44802474975586,moderate 30-59 d,moderate,0.455
120,2023-06-11,2023-06-25,15,2023,2023,False,2.528605699539185,0.4097535908222198,0.6528289914131165,2023-06-23,13,0,4.189559459686279,short 15-29 d,severe,0.867
120,2023-11-06,2024-01-03,59,2023,2024,True,123.1560287475586,0.4960543513298034,0.7713611125946045,2023-12-08,52,0,31.53841018676757,moderate 30-59 d,severe,0.881
120,2024-05-26,2024-08-24,91,2024,2024,False,16.325271606445312,0.3922107815742492,0.8160483837127686,2024-06-15,78,0,2.292856216430664,long 60-119 d,severe,0.857
120,2025-02-13,2025-03-21,37,2025,2025,False,16.266916275024414,0.2614948749542236,0.5117492079734802,2025-03-11,13,0,25.81566429138184,moderate 30-59 d,moderate,0.351
120,2025-07-03,2025-07-25,23,2025,2025,False,0.9269710183143616,0.0806306600570678,0.2280037254095077,2025-07-18,2,2,11.472360610961914,short 15-29 d,mild,0.087
120,2025-11-30,2025-12-31,32,2025,2025,False,27.01675796508789,0.1797333806753158,0.4447636902332306,2025-12-09,15,4,77.33876037597656,moderate 30-59 d,moderate,0.469
121,2019-01-02,2019-02-07,37,2019,2019,False,46.94424057006836,0.3883281052112579,0.809394121170044,2019-02-03,24,0,13.903778076171877,moderate 30-59 d,severe,0.649
121,2019-06-17,2019-07-28,42,2019,2019,False,5.0529866218566895,0.1827345788478851,0.292555958032608,2019-06-18,11,2,13.864412307739258,moderate 30-59 d,moderate,0.262
121,2019-10-06,2019-11-08,34,2019,2019,False,9.815947532653809,0.1690158396959304,0.455239474773407,2019-10-19,12,1,26.435302734375,moderate 30-59 d,moderate,0.353
121,2020-05-01,2020-05-23,23,2020,2020,False,10.669881820678713,0.3542644381523132,0.5727110505104065,2020-05-08,17,0,17.500656127929688,short 15-29 d,severe,0.739
121,2020-12-13,2021-01-01,20,2020,2021,True,7.166290760040283,0.0632468611001968,0.2090520709753036,2020-12-17,6,8,121.79638671875,short 15-29 d,moderate,0.3
121,2021-01-21,2021-02-07,18,2021,2021,False,16.293310165405273,0.3428897857666015,0.8082926273345947,2021-02-04,6,0,13.628506660461426,short 15-29 d,moderate,0.333
121,2021-05-03,2021-05-29,27,2021,2021,False,4.630956649780273,0.1300782859325409,0.3115873336791992,2021-05-07,6,2,21.656225204467773,short 15-29 d,moderate,0.222
121,2021-07-06,2021-08-06,32,2021,2021,False,10.047904014587402,0.4704022407531738,0.7695007920265198,2021-07-12,28,0,4.502475738525391,moderate 30-59 d,severe,0.875
121,2022-03-21,2022-04-14,25,2022,2022,False,33.00358963012695,0.5678842663764954,0.742160975933075,2022-03-26,23,0,18.677488327026367,short 15-29 d,severe,0.92
121,2022-05-15,2022-09-27,136,2022,2022,False,43.030738830566406,0.427881509065628,0.8653467893600464,2022-09-20,112,0,3.445612668991089,extreme 120+ d,severe,0.824
121,2023-03-08,2023-04-07,31,2023,2023,False,20.664936065673828,0.2852964997291565,0.6980823278427124,2023-03-17,20,0,21.153121948242188,moderate 30-59 d,severe,0.645
121,2023-11-09,2024-01-02,55,2023,2024,True,84.92162322998047,0.3317175209522247,0.7114812731742859,2023-12-07,42,0,41.64410400390625,moderate 30-59 d,severe,0.764
121,2024-05-25,2024-08-25,93,2024,2024,False,23.85906982421875,0.3710536360740661,0.5859144926071167,2024-08-21,84,0,7.963787078857422,long 60-119 d,severe,0.903
121,2024-09-24,2024-10-09,16,2024,2024,False,7.903204441070557,0.4520357847213745,0.535118579864502,2024-10-08,15,0,14.433517456054688,short 15-29 d,severe,0.938
121,2025-02-26,2025-03-18,21,2025,2025,False,23.124385833740234,0.5072635412216187,0.6407996416091919,2025-03-09,18,0,23.731061935424805,short 15-29 d,severe,0.857
121,2025-09-04,2025-09-22,19,2025,2025,False,6.186252117156982,0.4326125085353851,0.5946801900863647,2025-09-12,15,0,8.994958877563477,short 15-29 d,severe,0.789
121,2025-11-29,2025-12-31,33,2025,2025,False,23.872465133666992,0.1398101598024368,0.4444669485092163,2025-12-09,14,7,81.54142761230469,moderate 30-59 d,moderate,0.424
122,2019-01-01,2019-02-08,39,2019,2019,False,45.822044372558594,0.4667471945285797,0.7557701468467712,2019-01-28,33,0,15.05878448486328,moderate 30-59 d,severe,0.846
122,2019-07-10,2019-07-28,19,2019,2019,False,1.7889529466629028,0.185266837477684,0.3877025842666626,2019-07-27,2,0,9.173678398132324,short 15-29 d,mild,0.105
122,2019-10-10,2019-11-08,30,2019,2019,False,13.886643409729004,0.2814443707466125,0.482461541891098,2019-10-26,20,0,25.33130073547364,moderate 30-59 d,severe,0.667
122,2020-01-05,2020-01-23,19,2020,2020,False,14.646007537841797,0.265761137008667,0.42990842461586,2020-01-19,11,0,46.73779296875,short 15-29 d,severe,0.579
122,2021-01-21,2021-02-07,18,2021,2021,False,19.52213859558105,0.5667701363563538,0.9768144488334656,2021-02-05,15,0,1.1292014122009275,short 15-29 d,severe,0.833
122,2021-04-06,2021-04-21,16,2021,2021,False,6.850009441375732,0.2737053632736206,0.4531852006912231,2021-04-12,9,0,26.04087257385254,short 15-29 d,severe,0.562
122,2021-07-09,2021-08-05,28,2021,2021,False,6.672446250915527,0.4749827682971954,0.7296991348266602,2021-07-12,20,0,4.055198192596436,short 15-29 d,severe,0.714
122,2021-12-11,2021-12-31,21,2021,2021,False,16.940204620361328,0.2327934652566909,0.4085776805877685,2021-12-27,18,0,62.51387405395508,short 15-29 d,severe,0.857
122,2022-03-21,2022-04-09,20,2022,2022,False,24.68889236450196,0.7266577482223511,0.9862967133522034,2022-03-26,19,0,0.7058950662612915,short 15-29 d,severe,0.95
122,2022-07-01,2022-08-05,36,2022,2022,False,6.335258960723877,0.3494038879871368,0.9104816913604736,2022-07-19,20,0,1.398218870162964,moderate 30-59 d,severe,0.556
122,2022-08-31,2022-09-22,23,2022,2022,False,7.549918174743652,0.7021946310997009,0.9257610440254213,2022-09-21,23,0,1.3305182456970217,short 15-29 d,severe,1.0
122,2023-03-10,2023-04-07,29,2023,2023,False,29.507402420043945,0.6031925678253174,0.8160837292671204,2023-03-20,25,0,9.240671157836914,short 15-29 d,severe,0.862
122,2023-06-09,2023-07-19,41,2023,2023,False,5.075779438018799,0.2505795359611511,0.6345444917678833,2023-07-05,9,2,5.184048652648926,moderate 30-59 d,moderate,0.22
122,2023-11-11,2024-01-02,53,2023,2024,True,62.13348388671875,0.3602844774723053,0.719115674495697,2023-12-07,37,3,27.12779998779297,moderate 30-59 d,severe,0.698
122,2024-05-25,2024-08-24,92,2024,2024,False,14.65273094177246,0.248020738363266,0.8407294154167175,2024-06-07,41,36,2.914184808731079,long 60-119 d,moderate,0.446
122,2024-09-25,2024-10-19,25,2024,2024,False,11.234463691711426,0.4745762944221496,0.7631932497024536,2024-10-11,17,0,7.729246139526367,short 15-29 d,severe,0.68
122,2025-02-25,2025-03-14,18,2025,2025,False,19.77224922180176,0.7347764372825623,0.940654456615448,2025-03-12,17,0,2.842813968658448,short 15-29 d,severe,0.944
122,2025-06-28,2025-07-25,28,2025,2025,False,6.857361793518066,0.489228218793869,0.6271164417266846,2025-07-20,22,0,5.827356338500977,short 15-29 d,severe,0.786
122,2025-09-04,2025-09-22,19,2025,2025,False,8.044818878173828,0.8984481692314148,0.9511269330978394,2025-09-19,19,0,0.8203492164611816,short 15-29 d,severe,1.0
123,2019-01-01,2019-02-06,37,2019,2019,False,60.67863845825195,0.2930903136730194,0.4679531753063202,2019-01-04,34,0,90.8915023803711,moderate 30-59 d,severe,0.919
123,2019-07-02,2019-08-27,57,2019,2019,False,21.11800193786621,0.4263501465320587,0.709523618221283,2019-07-03,52,0,7.300953865051269,moderate 30-59 d,severe,0.912
123,2019-10-02,2019-11-10,40,2019,2019,False,26.81058883666992,0.2722057700157165,0.4371660947799682,2019-10-27,31,0,34.1075439453125,moderate 30-59 d,severe,0.775
123,2020-01-10,2020-01-29,20,2020,2020,False,9.162466049194336,0.0813531875610351,0.2772814035415649,2020-01-22,2,0,121.13540649414062,short 15-29 d,mild,0.1
123,2020-04-01,2020-05-23,53,2020,2020,False,36.18939971923828,0.1994248181581497,0.4911607503890991,2020-04-13,27,9,48.35496139526367,moderate 30-59 d,severe,0.509
123,2020-07-27,2020-08-19,24,2020,2020,False,6.8548126220703125,0.3250525295734405,0.6544898152351379,2020-07-31,16,0,9.300323486328123,short 15-29 d,severe,0.667
123,2021-01-21,2021-02-12,23,2021,2021,False,31.01362609863281,0.2599979341030121,0.5526502728462219,2021-02-04,13,0,68.3403091430664,short 15-29 d,severe,0.565
123,2021-04-05,2021-05-30,56,2021,2021,False,21.415727615356445,0.11830585449934,0.4728051424026489,2021-05-22,17,17,27.620014190673828,moderate 30-59 d,moderate,0.304
123,2021-07-09,2021-08-07,30,2021,2021,False,12.587942123413086,0.4727524220943451,0.6857038140296936,2021-07-12,28,0,8.216071128845215,moderate 30-59 d,severe,0.933
123,2021-12-01,2021-12-29,29,2021,2021,False,35.166473388671875,0.2628045380115509,0.583081841468811,2021-12-11,20,0,57.37831497192383,short 15-29 d,severe,0.69
123,2022-03-10,2022-03-30,21,2022,2022,False,14.060609817504885,0.1781559735536575,0.4161409735679626,2022-03-25,9,2,66.196533203125,short 15-29 d,moderate,0.429
123,2022-05-09,2022-05-31,23,2022,2022,False,19.344528198242188,0.45784991979599,0.6766517758369446,2022-05-14,20,0,19.349594116210938,short 15-29 d,severe,0.87
123,2022-07-04,2022-08-06,34,2022,2022,False,8.029325485229492,0.2646076381206512,0.6179330945014954,2022-07-26,15,0,10.2825288772583,moderate 30-59 d,moderate,0.441
123,2022-09-09,2022-09-27,19,2022,2022,False,10.339672088623049,0.5120430588722229,0.8802152276039124,2022-09-19,13,0,4.047939777374268,short 15-29 d,severe,0.684
123,2023-03-24,2023-04-13,21,2023,2023,False,9.258016586303713,0.1057312041521072,0.2693095803260803,2023-03-29,5,3,83.5045166015625,short 15-29 d,moderate,0.238
123,2023-09-20,2023-10-04,15,2023,2023,False,3.7852959632873535,0.1708768010139465,0.4702824354171753,2023-09-26,3,2,22.867807388305664,short 15-29 d,moderate,0.2
123,2023-11-30,2024-01-13,45,2023,2024,True,46.56339263916016,0.196760669350624,0.4184661507606506,2023-12-21,31,6,88.87421417236328,moderate 30-59 d,severe,0.689
123,2024-04-25,2024-08-24,122,2024,2024,False,40.6595573425293,0.2600287199020386,0.5682929158210754,2024-06-15,67,2,10.642123222351074,extreme 120+ d,severe,0.549
123,2024-09-25,2024-10-23,29,2024,2024,False,24.67517471313477,0.4279114007949829,0.6113108992576599,2024-10-03,25,2,20.64398002624512,short 15-29 d,severe,0.862
123,2025-01-14,2025-04-02,79,2025,2025,False,86.12247467041016,0.2658984661102295,0.7387804985046387,2025-03-09,43,0,29.122947692871094,long 60-119 d,severe,0.544
123,2025-07-11,2025-07-25,15,2025,2025,False,2.328616142272949,0.1739295125007629,0.6351386904716492,2025-07-24,3,0,9.824196815490724,short 15-29 d,moderate,0.2
123,2025-09-04,2025-10-08,35,2025,2025,False,14.805997848510742,0.3877710998058319,0.9473671317100524,2025-09-15,18,12,1.5788884162902832,moderate 30-59 d,severe,0.514
123,2025-11-30,2025-12-31,32,2025,2025,False,26.710315704345703,0.1736253798007965,0.5120009183883667,2025-12-08,18,2,65.2594223022461,moderate 30-59 d,severe,0.562
124,2019-08-03,2019-08-31,29,2019,2019,False,27.503063201904297,0.6153571605682373,0.8497623801231384,2019-08-15,24,0,7.0338521003723145,short 15-29 d,severe,0.828
124,2019-10-01,2019-11-04,35,2019,2019,False,54.00763702392578,0.4463887512683868,0.6507938504219055,2019-10-07,33,0,32.282920837402344,moderate 30-59 d,severe,0.943
124,2020-02-08,2020-02-24,17,2020,2020,False,14.735830307006836,0.1103893220424652,0.1761200428009033,2020-02-16,2,0,195.0418243408203,short 15-29 d,mild,0.118
124,2020-03-01,2020-03-16,16,2020,2020,False,23.011863708496094,0.2128495275974273,0.3146921992301941,2020-03-11,10,0,137.6636199951172,short 15-29 d,severe,0.625
124,2020-03-26,2020-05-22,58,2020,2020,False,44.516414642333984,0.1916020959615707,0.6588172316551208,2020-05-19,15,6,24.700498580932617,moderate 30-59 d,moderate,0.259
